Name,Et_eV,Sn_cm2,Sp_cm2,k,logSn,logSp,logk,bandgap,actual,predicted
D-1782,0.3538927503349131,9.371680510177548e-15,6.150135795181675e-15,1.5238168427955352,-14.028182525349509,-14.21111529488361,0.18293276953410206,1,0.3538927503349131,0.4160059378285123
D-4483,0.08747713153855374,1.3086780856496493e-13,3.7108018589975274e-13,0.35266719576431077,-12.883167169965358,-12.430532234506341,-0.4526349354590167,1,0.08747713153855374,0.10446513801290758
D-2636,0.2674547622790262,3.3072630123104917e-14,7.132374636044098e-15,4.636973211694377,-13.480531266152793,-14.146765853088727,0.6662345869359345,1,0.2674547622790262,0.3178002980920808
D-5839,0.4042465501963389,6.436217817680046e-13,1.6527476286543608e-14,38.94253245984268,-12.191369266714744,-13.781793457287897,1.590424190573152,1,0.4042465501963389,0.44364899576696365
D-0841,0.4744026412353708,4.938537131248231e-15,7.194014590766259e-14,0.06864786092576176,-14.306401676564692,-13.143028685688643,-1.1633729908760473,1,0.4744026412353708,0.5106917726076352
D-7057,0.014179445826386639,1.8219220405524095e-13,4.065139364050757e-15,44.818193852447244,-12.73947021028413,-14.390924561016844,1.6514543507327129,1,0.014179445826386639,0.021978282863458168
D-6167,0.1810211792589489,5.609030790348328e-13,4.3641551150650247e-13,1.2852500982345938,-12.251112175957381,-12.36009982169057,0.10898764573318968,1,0.1810211792589489,0.1504672978458298
D-6748,0.24076326050411845,2.0538721617553154e-13,1.8743412784402246e-13,1.0957834549023493,-12.68742659149436,-12.727151330284364,0.039724738790005036,1,0.24076326050411845,0.24215269246105792
D-0356,0.05804891659752365,2.7798646365312337e-14,6.518905667499401e-14,0.4264311800660811,-13.555976351218192,-13.185825303417689,-0.3701510478005026,1,0.05804891659752365,0.1171570679090935
D-4255,0.0984392454289772,1.2808412970630934e-14,1.676406086487184e-14,0.7640399944783219,-13.892504678279977,-13.77562077105282,-0.11688390722715744,1,0.0984392454289772,0.1166759321084836
D-7123,0.1335169767428137,7.257399881813746e-14,4.204250308329179e-13,0.17262054705534235,-13.139218946688262,-12.376311435296028,-0.7629075113922335,1,0.1335169767428137,0.12598788237435715
D-7257,0.4095875901874009,1.8834918507816984e-13,1.792767414553818e-14,10.506058039048305,-12.725036254498779,-13.746476050163356,1.021439795664576,1,0.4095875901874009,0.45297461036434095
D-1534,0.42497184328280435,3.329376465081921e-14,1.644712142945113e-14,2.024291289733019,-13.477637094761096,-13.783910101160753,0.30627300639965727,1,0.42497184328280435,0.48291928000413636
D-7897,0.10972787731744482,2.7798173785929356e-15,5.856474089368764e-14,0.047465716336714064,-14.555983734324553,-13.232363773810517,-1.323619960514036,1,0.10972787731744482,0.1685679515480986
D-5927,0.25581650557254787,5.825614395903894e-13,6.570019826948718e-13,0.8866966233509002,-12.234658265206702,-12.18243331982813,-0.05222494537857242,1,0.25581650557254787,0.2647519352501838
D-1314,0.5373122757360185,6.936424384779819e-14,9.247716868549949e-13,0.07500688530343659,-13.158864343684991,-12.033965475237206,-1.1248988684477845,1,0.5373122757360185,0.5451556146216237
D-3428,0.21430387248346638,9.275696409917859e-13,3.627429499421593e-14,25.570990177471135,-12.03265347409777,-13.440401019499381,1.4077475454016104,1,0.21430387248346638,0.22460088538535533
D-4841,0.37925810118601855,3.37333825533656e-14,1.3722329174103027e-14,2.4582840220031823,-13.4719401085408,-13.862572166937763,0.39063205839696424,1,0.37925810118601855,0.4129157528652625
D-2947,0.010925722973856078,2.204430421949204e-13,2.5959631911949697e-13,0.8491763016618368,-12.656703604181905,-12.585701469797032,-0.07100213438487268,1,0.010925722973856078,0.07708287720658943
D-6607,0.2755661044626395,5.022268004981678e-15,4.3636662596619417e-13,0.011509285325983566,-14.29910011560178,-12.360148472366406,-1.9389516432353737,1,0.2755661044626395,0.17746686206735335
D-1515,0.20910472828553517,7.045145259884021e-13,1.9577404496134405e-14,35.986104599693476,-12.152110047988876,-13.708244885961086,1.5561348379722113,1,0.20910472828553517,0.22160190501323646
D-2428,0.14354178103752158,8.160616865407872e-16,6.126878772706281e-13,0.0013319370544364918,-15.088277011452382,-12.212760712595346,-2.875516298857035,1,0.14354178103752158,0.19006961664115773
D-2917,0.5098183998618748,5.776094065841741e-15,4.839986917035726e-13,0.011934110907430589,-14.238365742733542,-12.315155812295023,-1.9232099304385193,1,0.5098183998618748,0.5013080175494563
D-7862,0.29794316063660387,2.011915854483736e-15,3.3001302701886113e-15,0.6096474047276775,-14.696390186984688,-14.481468916331986,-0.21492127065270142,1,0.29794316063660387,0.38881367992006105
D-4696,0.2696705206836485,1.654327144621049e-14,6.886924768109373e-13,0.02402127510208307,-13.781378604181993,-12.161974661166475,-1.6194039430155183,1,0.2696705206836485,0.17207008542995844
D-5922,0.16766941290178294,1.3676385600257226e-14,6.154250726138021e-15,2.2222665615769563,-13.864028662942486,-14.210824814432387,0.34679615148990034,1,0.16766941290178294,0.15417869753903174
D-1757,0.1421891590128901,3.5835121333240267e-13,2.252942730511501e-13,1.59059175574802,-12.445691120725137,-12.64724984784073,0.20155872711559206,1,0.1421891590128901,0.0965936345792775
D-1943,0.10268971680139061,1.7268621706844335e-15,5.912405067579671e-13,0.0029207440135547913,-14.76274232421594,-12.228235819439298,-2.534506504776643,1,0.10268971680139061,0.17858649292334666
D-5597,0.22778931495601595,2.2708329240793976e-14,1.704028317213174e-15,13.32626283930067,-13.643814817704355,-14.768523192487605,1.12470837478325,1,0.22778931495601595,0.2735835438068138
D-7287,0.035448041713806,4.1678865078796427e-13,9.404009636337462e-13,0.4432031302663457,-12.380084115445738,-12.026686934523061,-0.3533971809226772,1,0.035448041713806,0.09687512527298286
D-3267,0.39042539739094284,2.598000485620953e-13,1.0084699117711655e-13,2.576180464381045,-12.585360772084208,-12.99633705466161,0.4109762825774041,1,0.39042539739094284,0.4043639751023592
D-2580,0.0437617223722766,9.921214751447132e-13,7.314514456401332e-14,13.563736609700094,-12.003435149665187,-13.135814497413488,1.1323793477483024,1,0.0437617223722766,0.012919060567510215
D-0394,0.06282750930096903,1.5611023170704787e-14,4.5218859057546116e-13,0.034523257543579315,-13.806568631669878,-12.344680399780643,-1.4618882318892354,1,0.06282750930096903,0.1436105806458995
D-0564,0.39559369439008574,4.545615338572477e-14,1.4454320832740432e-13,0.31448141985863626,-13.342407318149881,-12.840002309771437,-0.5024050083784443,1,0.39559369439008574,0.4016867911171825
D-7127,0.08828724327414295,4.337427947094703e-13,5.6995886855972295e-15,76.10071860194606,-12.362767726596248,-14.244156484331162,1.8813887577349142,1,0.08828724327414295,0.061719905228258674
