Name,Et_eV,Sn_cm2,Sp_cm2,k,logSn,logSp,logk,bandgap,actual,predicted
D-7503,0.13225738572405132,9.719796215169505e-13,5.375113083762589e-15,180.82961351141714,-12.012342840377753,-14.26961239445655,2.2572695540787966,1,2.2572695540787966,2.180328061008195
D-5470,0.3520371296325673,4.723391093812736e-15,2.431159739046809e-14,0.19428550983098497,-14.325746093624474,-13.614186504954514,-0.71155958866996,1,-0.71155958866996,-0.8363146209630424
D-4093,0.16699541467066625,1.4510229885735933e-15,4.992022592933384e-14,0.02906683536704411,-14.838325706975379,-13.301723457787952,-1.5366022491874254,1,-1.5366022491874254,-1.6172137686556693
D-4075,-0.44612710188153226,3.0908263845409e-13,1.5253332521989629e-13,2.0263285941515266,-12.509925389098287,-12.816635262035357,0.3067098729370697,0,0.3067098729370697,-0.09891557176673559
D-0942,-0.05062628466595581,1.5170152939225779e-13,1.2573217318893398e-15,120.65450357268575,-12.819010040813335,-14.900553577918174,2.0815435371048387,0,2.0815435371048387,2.089475195883585
D-0069,-0.4979795733975133,2.577563196872882e-13,7.835318178707024e-15,32.89672656660675,-12.588790677851739,-14.105943362890223,1.517152685038484,0,1.517152685038484,-0.10811982750275238
D-7307,-0.29609313453307207,4.4666387174718896e-14,3.1662163391425814e-15,14.107181061043558,-13.350019173866581,-14.499459414272803,1.1494402404062214,0,1.1494402404062214,1.1630873681170468
D-0116,-0.146610594273204,4.1921087497588846e-13,3.69775920002423e-15,113.36889513333954,-12.377567459610306,-14.432061373735454,2.054493914125148,0,2.054493914125148,2.0610182472702294
D-6157,-0.3338651942658073,4.099479473054151e-13,1.600348976436656e-14,25.616159559036117,-12.387271283848959,-13.79578530358475,1.4085140197357924,0,1.4085140197357924,1.3934267226668466
D-7374,0.4969785477393578,2.861486719347801e-13,7.568200999852496e-14,3.7809338301183746,-12.543408265386327,-13.121007342255364,0.5775990768690363,1,0.5775990768690363,-0.007339308401045776
