Name,Et_eV,Sn_cm2,Sp_cm2,k,logSn,logSp,logk,bandgap,actual,predicted,predicted_proba
D-6176,-0.36972369376956804,3.9732652144257125e-15,1.818015538263522e-14,0.2185495740163353,-14.400852444932715,-13.740402409258568,-0.6604500356741468,0,0,0,0.835090892402957
D-3932,0.34825258070014653,7.665222103716688e-14,1.5626123852268124e-13,0.49053893186723235,-13.115475256723359,-12.806148737805563,-0.3093265189177948,1,1,0,0.5127877272984712
D-2968,-0.3340603018707689,1.6562257651813755e-14,1.1041831898738268e-15,14.999556055283088,-13.780880463511572,-14.956958868860985,1.1760784053494142,0,0,0,0.9983376676963781
D-1881,0.07763740544657849,1.9187715757481448e-13,1.1332702622256956e-14,16.9312796753332,-12.716976723699556,-13.94566650726231,1.2286897835627533,1,1,1,0.5485743443475092
D-7865,0.2774083873217328,2.683726719867545e-13,1.5626407477677307e-15,171.74303970386745,-12.571261709850306,-14.806140855119272,2.2348791452689656,1,1,1,0.9734345429708942
D-3225,0.08070423582940689,1.0244478542455254e-13,2.9370894887870028e-15,34.87969495504255,-12.989510142865308,-14.532082820962964,1.5425726780976552,1,1,1,0.6056230193299731
D-2583,-0.39998816265781273,5.965684578581195e-14,6.703126068453942e-14,0.8899854362961674,-13.224339712657327,-13.173722612574196,-0.050617100083133096,0,0,0,0.6971745942971225
D-7275,0.27129617990965527,1.2295648162087176e-13,2.1940162945616013e-14,5.60417358456494,-12.910248572594375,-13.65876015132288,0.7485115787285056,1,1,1,0.9995270889644219
D-7932,0.15325560534858707,5.274775958027777e-14,1.0845813426591632e-13,0.4863421258100519,-13.27779598195607,-12.964737870719174,-0.3130581112368953,1,1,1,0.5909112846354956
D-5407,0.19615204843934086,3.4942602324855944e-13,8.416518226839313e-15,41.516695363919,-12.45664475438344,-14.074867531730296,1.6182227773468578,1,1,1,0.9996696487556727
D-5118,-0.43045902503528183,8.741965400270009e-13,7.292370020206373e-15,119.87824775823172,-12.058390916732382,-14.137131303037249,2.0787403863048675,0,0,0,0.9999999561503038
D-6355,-0.17019955194355169,6.91304463112751e-14,5.692677900492466e-15,12.143748077735914,-13.160330639271216,-14.244683388469525,1.0843527491983096,0,0,0,0.504767459721956
D-0713,0.34812681629664,9.648211925946287e-15,5.477897409846412e-13,0.017612983968271875,-14.01555316568711,-12.26138610548016,-1.7541670602069508,1,1,1,0.7532794129173809
D-6475,-0.08492652445725685,4.55068092642987e-14,2.021740510562162e-15,22.508729001846607,-13.341923614229652,-14.69427458665937,1.3523509724297182,0,0,0,0.9088584146873325
D-4412,-0.09647255042419722,2.5881632332125497e-13,1.2744479921738827e-13,2.030811181865338,-12.587008336562882,-12.894677882574276,0.30766954601139557,0,0,0,0.5488464550637772
