Name,Et_eV,Sn_cm2,Sp_cm2,k,logSn,logSp,logk,bandgap,actual,predicted
D-045,0.40509925447168216,1.0731104652184344e-13,6.687741076478676e-13,0.1604593319248932,-12.969355569771704,-12.174720549449619,-0.7946350203220841,1,-0.7946350203220841,-0.20654469903208267
D-082,0.19998199911240488,3.814828974914959e-15,5.486106319117048e-15,0.6953618382534246,-14.418524927411752,-14.260735780151387,-0.1577891472603642,1,-0.1577891472603642,-0.9708947630710344
D-050,0.1969945848943525,1.9259163846290428e-14,2.497051184353052e-15,7.712762944937464,-13.715362572082975,-14.602572555424278,0.8872099833413014,1,0.8872099833413014,0.5620412170623307
D-060,0.24822839441045097,1.6587452687569776e-13,3.635242177975716e-15,45.62956709752553,-12.780220302864912,-14.439466651364775,1.6592463484998643,1,1.6592463484998643,1.670203224262023
D-040,0.17674567656306073,2.6054824956096453e-13,5.4555258844247926e-14,4.775859469475061,-12.584111840204255,-13.26316337932024,0.6790515391159851,1,0.6790515391159851,0.28107403340927534
D-003,-0.19637813076511768,1.7993692216650795e-14,7.900779609827047e-14,0.2277457808628165,-13.74487971243043,-13.10233005256517,-0.6425496598652596,0,-0.6425496598652596,-0.5772825989404707
D-007,-0.3418546795142724,1.5007749728488984e-15,3.4287028928511266e-13,0.004377092503342959,-14.823684421265282,-12.464870146143623,-2.3588142751216594,0,-2.3588142751216594,-0.9647518150541433
D-076,-0.34588636979997345,1.2006910552390738e-13,2.4445549381071185e-15,49.11695935002384,-12.920568724707959,-14.611800198102063,1.6912314733941045,0,1.6912314733941045,1.7939497973948157
D-017,-0.22300808691507268,9.254057562911245e-16,6.592295921473936e-13,0.0014037685311981839,-15.033667803390589,-12.180963305834808,-2.8527044975557803,0,-2.8527044975557803,-1.486669984197571
D-043,0.39988395164949986,3.0911858175531615e-14,1.6683141595881437e-14,1.8528799265938507,-13.509874887815238,-13.777722164172808,0.26784727635756844,1,0.26784727635756844,0.29129210553532575
