Name,Et_eV,Sn_cm2,Sp_cm2,k,logSn,logSp,logk,bandgap,actual,predicted,predicted_proba
D-4202,-0.510161732981953,2.041595572214005e-13,1.570138409012855e-14,13.002647158332715,-12.690030284850149,-13.804062062481808,1.114031777631658,0,0,1,0.69
D-7686,0.4417265379324201,1.6605374976431868e-13,5.886207260822458e-14,2.821065287142414,-12.779751312877611,-13.2301644499077,0.45041313703008956,1,1,1,0.69
D-7697,0.3356828054983264,2.1338086213878246e-15,2.748585166462925e-13,0.007763298177635738,-14.6708445344909,-12.560890801630087,-2.109953732860814,1,1,1,0.76
D-6804,-0.36058922863260234,1.2622052584154308e-14,9.559044059207229e-15,1.32043042232835,-13.898870014863155,-14.019585536653755,0.12071552179060105,0,0,0,0.64
D-6548,-0.25548390104215557,2.1784635376840802e-13,5.017632048920266e-15,43.41616755562735,-12.661849704727596,-14.299501189371062,1.6376514846434658,0,0,1,0.64
D-3188,0.07058240822939033,1.2136943611315898e-15,3.575550237447416e-14,0.03394426816942295,-14.915890665802689,-13.44665711562537,-1.4692335501773188,1,1,0,0.51
D-1172,0.09518609493186692,1.0989319985514255e-15,1.206295857706881e-14,0.09109970754939424,-14.959029180704437,-13.918546163496446,-1.0404830172079915,1,1,1,0.66
D-1553,0.20778236495671043,3.315495840361629e-13,2.2439272168744023e-14,14.775416133950323,-12.479451512619752,-13.648991233789518,1.169539721169765,1,1,1,0.7
D-6630,-0.0231077313825514,3.975945280621683e-14,2.9575959453958465e-13,0.13443165848300284,-13.400559601258523,-12.529061157814114,-0.8714984434444091,0,0,1,0.74
D-5687,0.3789793706522434,3.017474308482061e-13,2.0461689275032263e-14,14.746946197467869,-12.520356418904838,-13.689058514683484,1.168702095778646,1,1,1,0.95
D-4271,0.25439900367748247,1.1749824764015939e-13,4.755300443567017e-13,0.24708900948437723,-12.929968610378493,-12.322822038797808,-0.607146571580684,1,1,0,0.5
D-2097,0.059217295788695834,9.5032000979507e-13,2.0552781746328747e-13,4.623802371495632,-12.022130126199794,-12.687129389587371,0.6649992633875765,1,1,0,0.78
D-5887,-0.13036559672271797,1.529352565565981e-13,4.222114445721312e-13,0.36222432746128563,-12.815492384025745,-12.374469998770758,-0.4410223852549863,0,0,0,0.8
D-6357,-0.02613131394800905,2.4443598800177696e-14,5.384059616943424e-14,0.4539994082393637,-13.61183485309404,-13.268890139875051,-0.34294471321898956,0,0,0,0.63
D-5537,-0.3990346019241601,7.873038523489734e-15,1.699104527289439e-14,0.4633639895039005,-14.103857623510592,-13.769779902926931,-0.3340777205836614,0,0,0,0.88
D-1030,0.29570657214564944,9.037479334023134e-14,1.536127383801309e-13,0.5883287694317992,-13.043952682796165,-12.813572768817444,-0.23037991397872204,1,1,0,0.7
D-3340,0.07142446741429753,1.5501677112513702e-14,3.306036273104956e-13,0.04688901098460989,-13.809621313358194,-12.480692385754619,-1.3289289276035758,1,1,1,0.92
D-0950,0.3323906895686286,8.41477594102042e-13,2.637183827691808e-15,319.08188775696544,-12.074957443428376,-14.578859596194581,2.5039021527662046,1,1,1,1.0
D-1522,-0.16564454872131118,5.1821293050651554e-14,5.941053280197145e-13,0.08722576722781375,-13.285491754650915,-12.226136552792164,-1.0593552018587513,0,0,1,0.77
D-2088,-0.10958060128242858,1.486805647952231e-13,4.0708328980311984e-14,3.6523377038426306,-12.827745797811831,-13.39031672443279,0.5625709266209584,0,0,1,0.6
