Name,Et_eV,Sn_cm2,Sp_cm2,k,logSn,logSp,logk,bandgap,actual,predicted,predicted_proba
D-4238,0.17773761532772958,1.3273421736466016e-15,4.298823412061747e-13,0.003087687133000885,-14.877017106547243,-12.366650394553218,-2.510366711994024,1,1,1,0.6000954649668728
D-3419,0.06289593768469937,1.487251462143173e-15,3.145853364174134e-14,0.04727656664103967,-14.827615595440214,-13.50226152475603,-1.325354070684185,1,1,1,1.0
D-5199,-0.08956929540701136,3.827218789394642e-15,2.03452268621193e-15,1.8811384190168585,-14.417116709891838,-14.691537463126142,0.27442075323430426,0,0,0,0.6258568349507335
D-3803,0.16302095065907396,2.962190892277268e-14,7.894492668187949e-15,3.7522245149632782,-13.528386957701601,-14.102675774266961,0.5742888165653601,1,1,1,0.6070431652628974
D-7711,-0.3471006183813976,5.49726193417405e-15,9.322582832937131e-15,0.5896715569801064,-14.259853569227424,-14.030463749159715,-0.2293898200677095,0,0,0,0.5860778133307233
D-3866,-0.3442257929425379,1.1288034948056067e-14,5.259372347065052e-15,2.14627035379141,-13.947381654664374,-14.279066081411043,0.3316844267466693,0,0,0,0.7866570876475046
D-7577,0.050241362632855724,1.0821144928255085e-13,9.750904456934473e-14,1.1097580717816897,-12.965726786390496,-13.010955098923223,0.04522831253272597,1,1,0,0.9254205680465296
D-5504,0.2540988857915931,2.303310155335379e-15,1.2815708821920102e-13,0.017972553741200617,-14.637647577588847,-12.892257368493757,-1.7453902090950901,1,1,1,0.7434726598757115
D-4084,-0.17629451176656052,3.7295320071983244e-13,7.409442484082719e-15,50.334853333570834,-12.428345661339518,-14.130214468835177,1.7018688074956596,0,0,0,0.792484667830915
D-1568,-0.30154352973721815,2.4719775051599743e-15,6.592924232352343e-14,0.037494401847205476,-14.606955485617746,-13.180921915255897,-1.426033570361849,0,0,0,1.0
D-6132,0.18027221408156047,7.754927969978395e-13,1.1289290332096016e-14,68.69278530228554,-12.110422231684831,-13.94733335785729,1.836911126172458,1,1,0,0.8395702209173111
D-4392,0.34050623782375433,5.001183886783362e-13,2.94593383990257e-14,16.97656552581902,-12.300927176736655,-13.530777010815818,1.2298498340791622,1,1,1,1.0
D-0147,-0.27422645140873003,3.825434243259465e-14,1.992086862460438e-15,19.203149799073767,-13.417319258877123,-14.7006917286308,1.2833724697536752,0,0,0,0.8501697082465083
D-7895,0.09891840578098221,8.167111610853253e-14,6.94773055406717e-15,11.755078219134825,-13.087931509350094,-14.158157032647345,1.0702255232972502,1,1,0,0.6218385112979603
D-1382,0.15735684862292232,2.530713001491444e-14,4.4548306570368625e-13,0.056808287369889646,-13.59675710372989,-12.35116880029428,-1.245588303435609,1,1,0,0.5130168778366139
D-3160,0.4915405468537217,1.4560982177277922e-13,2.15391456078554e-13,0.6760241303149686,-12.836809329708036,-12.666771527832514,-0.17003780187552048,1,1,0,0.8321246157130017
D-3299,-0.4768351031691933,2.580701842348314e-13,2.3710486641753434e-14,10.884221320889203,-12.588262168142181,-13.625059532328885,1.036797364186704,0,0,1,0.6447055210361927
D-7084,0.40437738919606714,9.704133240095548e-15,6.537527365192119e-15,1.4843736321110408,-14.013043249132311,-14.18458648022378,0.17154323109146968,1,1,1,0.5934177059886093
D-0683,0.5245510008088088,5.790888165788843e-13,2.28316581286754e-13,2.536341483895899,-12.23725482212409,-12.64146254711754,0.40420772499345003,1,1,1,0.9437939741312091
D-0485,-0.13213704067272708,3.70344247213812e-13,1.4794780218364525e-15,250.32088462801872,-12.431394397124716,-14.829891482051877,2.39849708492716,0,0,0,1.0
D-5848,0.11877379230057095,5.2839464760992115e-15,6.739232337244972e-14,0.07840576213550329,-14.277041590234742,-13.17138957092551,-1.1056520193092318,1,1,1,0.8267832004149474
D-0007,0.23302654968137082,3.9040414538083384e-13,7.272973960840713e-14,5.367874922732508,-12.40848557956461,-13.13828796731423,0.7298023877496205,1,1,1,0.8143155034251167
D-1658,0.22347275422875434,6.1869687024211655e-15,2.97319513935683e-15,2.0809157866979255,-14.20852208090907,-14.52677658586244,0.3182545049533693,1,1,1,0.6043596812311031
D-6347,0.2967917529075862,8.460787347113082e-14,3.624383037607861e-14,2.334407610708086,-13.072589220342081,-13.440765910794104,0.3681766904520225,1,1,1,0.7972582106112311
D-2581,0.22631144718478413,1.7529425769903585e-14,2.4169078004319897e-13,0.07252831807142347,-13.756232310320744,-12.616739916628909,-1.139492393691835,1,1,0,0.6494251651188574
D-3030,0.05477170681522581,2.063352561305214e-14,5.797642070619442e-13,0.035589512704856545,-13.685426558576841,-12.236748600218206,-1.4486779583586347,1,1,1,0.79218606516614
D-2738,0.07343567410505791,5.904144075206482e-15,2.1959900144208026e-15,2.688602423706245,-14.228843053233845,-14.658369639036064,0.429526585802219,1,1,0,0.8338178278949606
D-0135,-0.2873245755120074,3.383730769481483e-15,2.766912419878317e-13,0.012229265896425779,-14.470604199409633,-12.558004587214498,-1.9125996121951359,0,0,1,0.5888577627148929
D-2602,-0.39881540592115383,4.785713779095089e-13,4.2574107579176843e-14,11.240902161471963,-12.320053278952145,-13.37085444677114,1.0508011678189975,0,0,0,0.8420126431044958
D-2020,0.1750419245691599,8.400544647858256e-15,9.670448442879926e-13,0.008686820158834863,-14.075692555617723,-12.014553386128739,-2.0611391694889836,1,1,1,0.7427166971235191
D-3045,0.2900812480288908,9.213434700512838e-15,7.840316142846728e-13,0.011751356109433038,-14.03557843783756,-12.105666425029126,-1.9299120128084337,1,1,1,0.8366649657326976
D-2649,0.20098928802110083,3.56933163428535e-15,1.1819508806254047e-14,0.30198646092608455,-14.447413098934504,-13.927400571438348,-0.5200125274961557,1,1,1,0.6307925099617869
D-0684,0.23359602429477833,7.869523324435527e-14,2.045716798623503e-15,38.46829301949652,-13.104051573084005,-14.689154488565217,1.5851029154812122,1,1,1,1.0
D-5133,-0.024567519136395766,1.2317293499894889e-14,1.5705791934752015e-14,0.7842516665868063,-13.909484709962971,-13.803940160238312,-0.10554454972465846,0,0,1,1.0
D-4579,-0.10344655069778491,1.5690693236709686e-15,5.8350154098919015e-15,0.26890577204148924,-14.804357868253296,-14.233957992673936,-0.5703998755793606,0,0,1,0.8229638985757056
D-2040,-0.4533481583110366,6.704448857386436e-14,6.272190791033934e-14,1.0689166003958956,-13.173636917742856,-13.20258073950841,0.028943821765553802,0,0,1,0.5278485181772206
