Name,Et_eV,Sn_cm2,Sp_cm2,k,logSn,logSp,logk,bandgap,actual,predicted,predicted_proba
D-021,0.05527488257094393,6.419154571816844e-14,7.142474306153293e-13,0.08987298094004617,-13.192522166475113,-12.146151313243562,-1.04637085323155,1,1,1,0.5685125312815803
D-090,-0.3354019528088059,1.4092167931235128e-13,1.2599347056802987e-15,111.84839871226578,-12.851022190130719,-14.899651960991575,2.048629770860856,0,0,0,0.7973625006645797
D-043,0.39988395164949986,3.0911858175531615e-14,1.6683141595881437e-14,1.8528799265938507,-13.509874887815238,-13.777722164172808,0.26784727635756844,1,1,1,0.7540082447888573
D-061,0.43149896431108425,1.2881981442810774e-13,4.400725719564608e-14,2.9272402471120764,-12.890017330804287,-13.356475698510813,0.466458367706525,1,1,1,0.8808933261856767
D-053,-0.3003607584363824,1.5530011941436433e-14,5.805467347071741e-15,2.6750666247859822,-13.808828210330814,-14.236162813292392,0.42733460296157794,0,0,1,0.970578239935881
D-062,0.40444187365571427,2.6154739082615608e-15,2.6462980540415848e-14,0.0988351975041909,-14.582449608098617,-13.577361242561343,-1.0050883655372735,1,1,1,0.9646318935568983
D-008,0.04488111028657149,1.1458670432043902e-15,8.778588436360712e-15,0.13052976016716256,-14.940865771332422,-14.056575311381318,-0.8842904599511047,1,1,1,0.9324196861507098
D-034,0.19731156802818772,2.0132341253730903e-13,1.183690167670734e-15,170.08117329678706,-12.696105716693527,-14.92676195984266,2.230656243149134,1,1,0,0.9276376907992464
D-078,0.263988461578768,1.374937731478092e-13,2.713625153054467e-15,50.667931417515675,-12.861716969824856,-14.566450143855084,1.7047331740302274,1,1,1,0.6422478928461222
D-093,-0.270319476435803,1.4607002376574807e-14,5.654484225130921e-15,2.5832599039988664,-13.835438900074264,-14.247607003186847,0.41216810311258273,0,0,0,0.6858851473610804
