Name,Et_eV,Sn_cm2,Sp_cm2,k,logSn,logSp,logk,bandgap,actual,predicted
D-4720,-0.19039264346916962,1.1824281913132993e-15,6.330869172271773e-15,0.1867718569342977,-14.927225224428064,-14.198536661102999,-0.7286885633250652,0,-0.19039264346916962,-0.19284850900508155
D-4758,-0.09058860557906273,7.573068651661842e-14,1.730727194283109e-13,0.4375657051369503,-13.120728106175154,-12.761771382358303,-0.3589567238168498,0,-0.09058860557906273,-0.07705457222184925
D-7987,-0.34404621753982145,4.433168335170136e-15,7.275853289620713e-15,0.6092987528341484,-14.35328577746505,-14.13811606663859,-0.2151697108264609,0,-0.34404621753982145,-0.34327779819398563
D-3548,-0.0424165975139551,2.670405467358337e-14,2.8869188942985597e-13,0.09250019017271943,-13.573422791494245,-12.539565417107632,-1.0338573743866133,0,-0.0424165975139551,-0.056127125593319394
D-3553,-0.2876750933996981,1.0363792192151392e-14,6.690724995721392e-13,0.015489789520237142,-13.984481303782195,-12.174526820261827,-1.8099544835203687,0,-0.2876750933996981,-0.28602293424280967
D-3641,-0.2567214383416391,1.952687148561484e-14,2.6051773005965413e-15,7.495409806136234,-13.709367331999937,-14.584162714571582,0.8747953825716442,0,-0.2567214383416391,-0.26208677559188626
D-3988,-0.4935104097315365,4.871004594932288e-13,4.8722302937807104e-14,9.997484316679394,-12.312381460747918,-13.312272192264661,0.9998907315167431,0,-0.4935104097315365,-0.4883043388585666
D-6668,-0.44410067837150624,8.861716574648348e-14,6.6276137559227035e-15,13.37090075101187,-13.052482144175162,-14.17864280932923,1.126160665154066,0,-0.44410067837150624,-0.44874444739067676
D-3752,-0.3194388811641131,6.108325149347813e-14,1.971873480718564e-15,30.977267096882393,-13.214077853277514,-14.705120953689171,1.4910431004116573,0,-0.3194388811641131,-0.3063443383204957
D-5402,-0.054005573713065136,1.959060402883892e-13,4.7174020298469895e-14,4.152837495063856,-12.707952173380072,-13.326297110418707,0.618344937038636,0,-0.054005573713065136,-0.04073921937368685
D-2781,-0.04540303786038957,1.0755522153592551e-14,1.1430325158634723e-14,0.9409637962457778,-13.968368500858169,-13.94194141504722,-0.026427085810950764,0,-0.04540303786038957,-0.025641175575749076
D-4024,-0.21195211184773333,1.2130344216522117e-15,5.0651234586532156e-15,0.23948763175355056,-14.916126875208027,-14.295409964566606,-0.6207169106414219,0,-0.21195211184773333,-0.20777854894220293
D-0219,-0.2415187403579493,5.519715017457309e-13,1.264924272625277e-14,43.636723058539,-12.258083344289044,-13.897935473670302,1.6398521293812587,0,-0.2415187403579493,-0.23211587741848622
D-6722,-0.0013291044961237786,2.2434341843980137e-14,5.8135099440099315e-15,3.8590011989393465,-13.649086666836071,-14.235561580336896,0.5864749135008244,0,-0.0013291044961237786,-0.05105321026816806
D-4094,-0.41277020281168353,6.95188175970252e-15,2.41296003839854e-13,0.028810596317692942,-14.157897623145326,-12.61744987048521,-1.5404477526601164,0,-0.41277020281168353,-0.42037691529398347
D-2464,-0.23504109549198915,3.5875336088071156e-15,9.084159976360943e-15,0.3949218880053518,-14.445204021672279,-14.041715226253379,-0.40348879541889976,0,-0.23504109549198915,-0.23681090265070026
D-6454,-0.11329993813638761,2.3222935435171824e-14,2.3217302440634406e-14,1.0002426205435286,-13.63408288525541,-13.634188241238414,0.0001053559830046747,0,-0.11329993813638761,-0.09284148414507787
D-6254,-0.061902418705816475,6.198928971162641e-13,1.280243400558014e-15,484.19925214695434,-12.207683339871826,-14.892707454203682,2.6850241143318563,0,-0.061902418705816475,-0.056751008416292215
D-5274,-0.44101651576487955,1.785827721026167e-13,1.78602531131494e-14,9.99889368707419,-12.748160439857608,-13.748112390639793,0.9999519507821837,0,-0.44101651576487955,-0.42985054464334577
D-7882,-0.194508455709144,1.2366424180393904e-13,3.605546854390627e-15,34.29833165344887,-12.907755860857932,-14.443028856372344,1.5352729955144113,0,-0.194508455709144,-0.19889360575124487
D-2849,-0.19499647221344274,1.5406950496568624e-13,1.5057893524424314e-15,102.31809961717508,-12.812283312843677,-14.822235778115694,2.009952465272016,0,-0.19499647221344274,-0.19226641188624166
D-0313,-0.2686180476788846,2.1838277567649383e-13,1.156204629222451e-13,1.8887900130909918,-12.66078161836494,-12.936965296125285,0.2761836777603465,0,-0.2686180476788846,-0.2705000272992195
D-0274,-0.20963747408710243,1.616267331990744e-14,4.868139385821176e-14,0.33200925526048924,-13.791486804943672,-13.312636995432449,-0.47884980951122397,0,-0.20963747408710243,-0.21180730243438778
D-1034,-0.38693786085118276,6.863484470344412e-13,1.3626229601841723e-15,503.696522875025,-12.16345534463676,-14.865624297476998,2.702168952840237,0,-0.38693786085118276,-0.37562436209264827
D-5565,-0.13501208287253053,5.384317130153065e-13,3.083883865359259e-13,1.7459532736087051,-12.268869368579876,-12.510901985220077,0.2420326166402016,0,-0.13501208287253053,-0.13454681575105115
D-0088,-0.46616830305220125,3.7731797342446003e-13,7.964698573863093e-15,47.37379198035999,-12.423292506823525,-14.098830655542077,1.6755381487185526,0,-0.46616830305220125,-0.4665052700339589
D-2918,-0.031926249727726175,9.302512753887712e-15,6.983462571361576e-13,0.013320774127202041,-14.031399725881622,-12.15592919016057,-1.8754705357210508,0,-0.031926249727726175,-0.03656029243772385
D-6913,-0.07419803151043192,3.8603721544525997e-13,4.06055217529709e-15,95.07012809582125,-12.41337082568205,-14.391414904753166,1.9780440790711162,0,-0.07419803151043192,-0.06374240789632124
D-7774,-0.38354367554121016,4.161351790257593e-15,5.837113992740926e-13,0.0071291254469806106,-14.380765568487362,-12.2338018252893,-2.1469637431980617,0,-0.38354367554121016,-0.38684315585023915
D-5495,-0.25490749351335057,1.0124336694673321e-14,4.447178108761059e-13,0.022765754928340085,-13.994633420387819,-12.351915476779281,-1.6427179436085382,0,-0.25490749351335057,-0.24815051264382404
D-5700,-0.33424850921896215,9.609801659133789e-13,1.5069473489023117e-14,63.76998948326726,-12.01728557583121,-13.821901921196082,1.804616345364872,0,-0.33424850921896215,-0.32533759655005245
D-4901,-0.13836910068962854,2.5693651679194583e-14,8.387328486400691e-14,0.30633892211154673,-13.590174167768641,-13.076376347677956,-0.5137978200906846,0,-0.13836910068962854,-0.14542645124305387
D-2776,-0.2908188977723834,8.562600704298232e-16,1.657670963005343e-14,0.051654404857127446,-15.067394307754835,-13.780501669884927,-1.2868926378699088,0,-0.2908188977723834,-0.29265190735624624
D-6985,-0.4323432343437422,1.1985862364548293e-14,5.633093763484877e-13,0.02127758362952105,-13.921330713679446,-12.249253019823556,-1.6720776938558908,0,-0.4323432343437422,-0.4456450688870596
D-6615,-0.4662608144163179,2.5551533632933662e-14,3.303244024001385e-13,0.07735284903953844,-13.592583027884201,-12.481059342032886,-1.1115236858513153,0,-0.4662608144163179,-0.4728451673408071
D-7353,-0.4148107889344009,2.29966519709746e-14,5.630888637998315e-13,0.0408401825171764,-13.638335387302856,-12.249423061609633,-1.3889123256932214,0,-0.4148107889344009,-0.4179361610250172
D-4372,-0.34335350989544766,1.6032769436173632e-14,4.487190541831656e-13,0.035730083861402306,-13.794991452882098,-12.348025488410077,-1.4469659644720205,0,-0.34335350989544766,-0.34113974484234144
D-4168,-0.2868072672581179,2.8958653579056205e-13,2.764638061361133e-13,1.0474663567642122,-12.538221634352643,-12.55836171724988,0.02014008289723729,0,-0.2868072672581179,-0.29133659325009564
D-7235,-0.24581049136949057,8.128056445589227e-15,2.1157067450869865e-14,0.3841768933461071,-14.090013289075559,-13.674544529366825,-0.4154687597087332,0,-0.24581049136949057,-0.24652897977993732
D-3862,-0.3251611290049992,2.257591497449539e-15,7.646294929934271e-15,0.2952529974499618,-14.646354639228326,-14.11654895455493,-0.5298056846733967,0,-0.3251611290049992,-0.32663004781063765
D-0308,-0.03870764745957522,2.3558600152162786e-14,9.32581986144829e-13,0.025261693344036093,-13.627850518819269,-12.03031297768,-1.5975375411392687,0,-0.03870764745957522,-0.011130802529478068
D-0062,-0.3474385745211197,5.493601599846624e-13,1.1426668383667345e-13,4.807701961228592,-12.260142839138597,-12.942080376210287,0.681937537071691,0,-0.3474385745211197,-0.3442524393329056
D-3020,-0.39590302790464094,1.171100179370291e-13,9.254580884289167e-15,12.654275693439379,-12.931405952505099,-14.033643244524479,1.1022372920193788,0,-0.39590302790464094,-0.3990984174444036
D-7730,-0.2674764619714262,1.3250218405748574e-15,5.27971565598924e-15,0.2509646213753519,-14.877776963113613,-14.27738946617075,-0.6003874969428633,0,-0.2674764619714262,-0.259976806180202
D-4242,-0.17697051812425696,4.990371242330625e-13,1.7038109851085614e-13,2.9289465122286757,-12.301867145258683,-12.768578586023231,0.4667114407645486,0,-0.17697051812425696,-0.17922445018394212
D-4632,-0.3759003309096568,9.442659479132496e-13,3.637305673045971e-15,259.6058821535606,-12.024905671544404,-14.439220200034416,2.414314528490011,0,-0.3759003309096568,-0.3477052672834
D-7361,-0.46782922132305776,7.124148639097085e-14,3.539379886223916e-13,0.20128239601592124,-13.147267027941776,-12.451072821471953,-0.6961942064698224,0,-0.46782922132305776,-0.4647469546808246
D-2559,-0.15771172362255548,7.669053049470711e-15,5.289414580121058e-15,1.4498869266729308,-14.115258258056068,-14.276592391989785,0.1613341339337182,0,-0.15771172362255548,-0.13845997716684655
D-4671,-0.02568559830194117,5.721072467653741e-14,1.1031305733413757e-15,51.86215128028451,-13.242522551080196,-14.957373078742584,1.7148505276623882,0,-0.02568559830194117,-0.07024489110689397
D-2551,-0.008851054364456545,3.108320329720419e-14,1.2821791317545635e-14,2.424248104449276,-13.507474231099788,-13.89205129580168,0.3845770647018918,0,-0.008851054364456545,-0.042448986132477606
D-2329,-0.013429210497725275,1.8818879840613155e-14,4.303168379031505e-13,0.04373261323520098,-13.725406230723781,-12.366211660040253,-1.3591945706835278,0,-0.013429210497725275,-0.05902020039486766
D-4429,-0.2001968583302569,1.0760084501701223e-13,5.882719527618207e-13,0.18291003763114577,-12.968184318030369,-12.23042185712189,-0.7377624609084789,0,-0.2001968583302569,-0.20406114889343763
D-2311,-0.27098919924527365,1.4658353985834406e-14,1.0888449856582878e-14,1.3462296450740727,-13.83391479470198,-13.963033944546487,0.1291191498445042,0,-0.27098919924527365,-0.2753809176317313
D-4466,-0.3554473472201136,6.217561779620377e-15,5.471171533759498e-15,1.1364223807013412,-14.206379890752046,-14.261919668882303,0.05553977813025582,0,-0.3554473472201136,-0.3533002611554472
D-7605,-0.040523460596160854,1.5794234990227962e-13,9.214477407934612e-13,0.171406736280318,-12.801501404742602,-12.035529290427117,-0.7659721143154852,0,-0.040523460596160854,-0.025923704660389624
D-5314,-0.07418534838824037,7.814253749117856e-14,5.110948557385797e-13,0.15289243594176918,-13.107112490212286,-12.291498490274643,-0.8156139999376428,0,-0.07418534838824037,-0.07705457222184925
D-4505,-0.06582084727597681,2.8237631027054764e-15,7.492055798561766e-13,0.003769009706584871,-14.549171740872117,-12.125398996791029,-2.423772744081088,0,-0.06582084727597681,-0.08145523498757018
D-0979,-0.33764177640873716,4.303539968449985e-14,5.902533786369189e-15,7.291004379150214,-13.366174159237957,-14.228961518320949,0.8627873590829925,0,-0.33764177640873716,-0.3395236453840491
D-2522,-0.07945972509616889,9.046664345871392e-15,1.823481287678723e-13,0.04961204925435633,-14.043511522808108,-12.739098688999265,-1.3044128338088425,0,-0.07945972509616889,-0.08210639045403284
D-6241,-0.3556199989098015,5.136724354273995e-14,2.2812002639863396e-14,2.2517638785898173,-13.289313738661427,-13.641836586829259,0.352522848167832,0,-0.3556199989098015,-0.35960590583552543
D-3497,-0.20622909646268456,2.139534184326084e-14,1.1350974500938539e-13,0.1884890309769597,-13.669680770201042,-12.944966851932303,-0.7247139182687381,0,-0.20622909646268456,-0.2044323995177838
D-5811,-0.22386339881280576,2.0817310046529732e-15,4.902716471341476e-15,0.42460766736595973,-14.681575389495189,-14.309563221681884,-0.37201216781330304,0,-0.22386339881280576,-0.2255769736885988
D-3949,-0.2012162604452779,3.375006834741692e-15,5.457030056606829e-15,0.6184695337449296,-14.471725343340335,-14.26304365417314,-0.2086816891671941,0,-0.2012162604452779,-0.19476044050722718
