Name,Et_eV,Sn_cm2,Sp_cm2,k,logSn,logSp,logk,bandgap,actual,predicted,predicted_proba
D-087,0.18217147944256362,1.6356225214592072e-13,2.240518439329633e-15,73.00196654255559,-12.786316918123743,-14.649651477519223,1.8633345593954806,1,1,0,0.8455457867159291
D-004,-0.11021349995708085,9.109534318043818e-15,3.643122175873698e-14,0.25004745595333094,-14.040503823715603,-13.438526263998808,-0.6019775597167959,0,0,0,0.6196555065560106
D-069,-0.05864998167907559,2.76744889586865e-15,7.369861925212596e-14,0.037550892051329963,-14.557920390123012,-13.132540648596848,-1.4253797415261646,0,0,0,0.8223820236249062
D-027,-0.16605876013869947,3.750793463856065e-13,1.676854089051094e-15,223.68037197431894,-12.425876849466222,-14.775504725752214,2.349627876285991,0,0,0,0.5888076236685159
D-038,0.012217777932136298,6.139181362809958e-15,6.703747620951647e-14,0.09157834855868956,-14.211889536565273,-13.173682344152725,-1.0382071924125478,1,1,1,0.5695851351107348
D-088,-0.07265415519929486,8.912915488563797e-15,1.0248834273903698e-14,0.8696516355287829,-14.04998021139706,-13.989325529457204,-0.06065468193985648,0,0,0,0.5220490199595227
D-001,-0.2857354528772355,1.7814053087758436e-15,3.555857126073703e-13,0.005009777518094016,-14.749237257774988,-12.449055697253103,-2.3001815605218847,0,0,1,0.6474912348101258
D-034,0.19731156802818772,2.0132341253730903e-13,1.183690167670734e-15,170.08117329678706,-12.696105716693527,-14.92676195984266,2.230656243149134,1,1,0,0.7344840129047789
D-079,-0.34985859669799185,4.107521413118198e-15,4.119962038307308e-14,0.09969804029567658,-14.386420163845466,-13.385106785575996,-1.001313378269472,0,0,1,1.0
D-040,0.17674567656306073,2.6054824956096453e-13,5.4555258844247926e-14,4.775859469475061,-12.584111840204255,-13.26316337932024,0.6790515391159851,1,1,0,0.6199543987333032
