Name,Et_eV,Sn_cm2,Sp_cm2,k,logSn,logSp,logk,bandgap,actual,predicted,predicted_proba
D-095,-0.35048782398973616,5.321631020358684e-13,2.1483948164199172e-13,2.477026559404311,-12.273955240904025,-12.66788590414747,0.39393066324344533,0,0,1,0.976681843815348
D-046,-0.26167392863758276,4.683621993497745e-13,1.4008961285833232e-13,3.343304259277329,-12.32941816329281,-12.85359406489656,0.5241759016037494,0,0,0,0.6149578468260262
D-054,-0.2626138203456055,1.6501413737782278e-15,2.9655548353678015e-14,0.055643596742785226,-14.78247884656088,-13.527894041120623,-1.2545848054402557,0,0,0,0.5005376613618242
D-004,-0.11021349995708085,9.109534318043818e-15,3.643122175873698e-14,0.25004745595333094,-14.040503823715603,-13.438526263998808,-0.6019775597167959,0,0,0,0.5775036507932505
D-060,0.24822839441045097,1.6587452687569776e-13,3.635242177975716e-15,45.62956709752553,-12.780220302864912,-14.439466651364775,1.6592463484998643,1,1,1,0.7434644409980045
D-005,-0.26552813279333676,8.169436299198441e-16,4.3964418604199307e-13,0.001858192729158058,-15.087807909268506,-12.356898665680172,-2.730909243588335,0,0,1,0.5483718360473222
D-051,-0.24690466337290262,2.665594873093106e-14,2.9492332507370542e-15,9.038264004472813,-13.574205855578496,-14.530290878346106,0.9560850227676103,0,0,1,0.6104151314794216
D-028,-0.19120095676802507,2.6133066878471174e-15,9.254165076784504e-14,0.028239248664398683,-14.58280962011429,-13.033662757775696,-1.5491468623385931,0,0,0,0.525190668812662
D-025,0.07642752953553555,3.7258950963553175e-13,1.5804523873140352e-14,23.574864553100795,-12.428769376953296,-13.801218583176665,1.3724492062233682,1,1,0,0.6577410025800616
D-099,-0.005393042530537184,5.063782297574156e-13,5.306966151511064e-15,95.41764829482348,-12.29552497380322,-14.2751536823459,1.9796287085426807,0,0,0,0.836632815359992
