Name,Et_eV,Sn_cm2,Sp_cm2,k,logSn,logSp,logk,bandgap,actual,predicted
D-1165,0.20342594263367153,2.9670845342993366e-13,3.061509438115773e-15,96.91574023451155,-12.527670080155438,-14.514064397369754,1.9863943172143144,1,0.20342594263367153,0.22828547574082647
D-3651,0.10195748470935972,6.580476361049397e-14,1.2531772845039103e-13,0.5251033866013922,-13.181742666646393,-12.901987485880992,-0.27975518076540123,1,0.10195748470935972,0.08044296058650392
D-5954,0.3174931509098683,1.7432077723485212e-14,6.704538459039224e-14,0.26000414241763137,-13.75865084639159,-13.173631113650055,-0.5850197327415367,1,0.3174931509098683,0.36748249203295347
D-0740,0.08637012505686403,8.381898743295604e-15,1.7617010160829996e-15,4.7578440761373235,-14.076657589922313,-14.754067795176574,0.6774102052542629,1,0.08637012505686403,0.017232794206889182
D-3216,0.4569232715369729,7.10758426108964e-14,1.1021383419333606e-13,0.6448903908579737,-13.148277983004476,-12.957763888816917,-0.19051409418755955,1,0.4569232715369729,0.5296196347169421
D-7759,0.4189132170829013,8.546700051471494e-15,9.13463101709181e-13,0.009356371412791345,-14.068201537444466,-12.03930899078297,-2.0288925466614955,1,0.4189132170829013,0.3601562098109078
D-0230,0.2493221229178989,1.0845767164968842e-15,1.2128026643555715e-13,0.008942730325161179,-14.964739723158411,-12.916209857627546,-2.0485298655308655,1,0.2493221229178989,0.16550031576843305
D-3030,0.05477170681522581,2.063352561305214e-14,5.797642070619442e-13,0.035589512704856545,-13.685426558576841,-12.236748600218206,-1.4486779583586347,1,0.05477170681522581,0.12223754567339697
D-0756,0.16107149156826273,1.0176623606074937e-15,4.218542727979046e-13,0.002412355228401395,-14.992396288057778,-12.374837547734552,-2.6175587403232257,1,0.16107149156826273,0.1593582227443392
D-5001,0.3374894659107468,9.265714869840481e-13,2.8857758793864955e-14,32.10822758630284,-12.03312106829865,-13.539737400936673,1.5066163326380224,1,0.3374894659107468,0.3944261848210694
D-4203,0.135488084822316,2.4930731233489135e-14,7.877802746285279e-14,0.31646808172805596,-13.603264983188485,-13.103594897768097,-0.4996700854203875,1,0.135488084822316,0.10646062785183531
D-0065,0.09012062929654463,4.863900471926591e-13,2.1412349688340712e-14,22.715398089052528,-12.313015320440773,-13.669335672701427,1.3563203522606546,1,0.09012062929654463,-0.004836769084493361
D-4905,0.2138434028718138,2.7988882175742103e-14,2.7606555600230054e-14,1.0138491226884119,-13.553014446106939,-13.558987775799292,0.005973329692352509,1,0.2138434028718138,0.19697437045801414
D-7591,0.17373964650618212,8.336177066900756e-14,4.154756018597096e-14,2.0064179532052444,-13.079033069193157,-13.381454474380007,0.3024214051868499,1,0.17373964650618212,0.11885795391187294
D-0803,0.4786164331211318,1.0421132064133015e-13,1.0705455130282865e-13,0.9734412911277751,-12.982085100374226,-12.970394864439728,-0.011690235934498066,1,0.4786164331211318,0.5622029077159919
D-2948,0.48557313748229536,8.401954229170835e-16,2.194695297413304e-13,0.003828301012479266,-15.075619688671948,-12.658625766919684,-2.4169939217522636,1,0.48557313748229536,0.43699533050399675
D-3386,0.018805329625845912,1.085191058256782e-13,1.1839078036041441e-14,9.166178776363827,-12.964493793389742,-13.9266821168234,0.9621883234336579,1,0.018805329625845912,-0.030972769770184136
D-0825,0.2571946237016842,1.981844538885271e-13,1.1153485473904246e-15,177.68835970801976,-12.702930415719699,-14.952589394002452,2.2496589782827527,1,0.2571946237016842,0.3304111496156278
D-2466,0.3049089741732577,6.206630070659123e-13,1.993039550496868e-15,311.41529876373005,-12.207144138787173,-14.700484082939193,2.49333994415202,1,0.3049089741732577,0.38378715104723826
D-6754,0.14212365742830713,1.328168084725985e-13,3.939599965782083e-13,0.33713272826225116,-12.876746959870344,-12.404547874995158,-0.47219908487518725,1,0.14212365742830713,0.08798383546394785
