Name,Et_eV,Sn_cm2,Sp_cm2,k,logSn,logSp,logk,bandgap,actual,predicted
D-5344,0.07896995535802731,5.610408468232278e-15,1.9294017010451952e-13,0.029078488244272865,-14.251005518593843,-12.714577342918513,-1.536428175675329,1,0.07896995535802731,0.11436807384450257
D-3283,0.3180481966389084,2.280825511287236e-13,1.6954697273287832e-15,134.52469687445748,-12.641907938039306,-14.770709960159817,2.1288020221205106,1,0.3180481966389084,0.3221747855700453
D-1084,0.2869649863087559,1.1307739774121558e-13,8.29667082119081e-15,13.62924963256355,-12.946624194519575,-14.08109614063982,1.1344719461202444,1,0.2869649863087559,0.2899769915597571
D-0779,0.0014432588085401266,7.039886135325783e-13,3.691251620158662e-14,19.07181319441774,-12.152434365176013,-13.432826349406936,1.2803919842309224,1,0.0014432588085401266,0.02261344999242443
D-2716,0.17961372771962936,5.799827496857584e-14,4.285900280094771e-14,1.3532343540035272,-13.236584923381368,-13.367957937892509,0.13137301451114008,1,0.17961372771962936,0.17847544209273125
D-2471,0.026523113102600582,3.826707820250351e-14,2.222239980300495e-15,17.2200475833978,-13.417174696097202,-14.65320904328328,1.2360343471860764,1,0.026523113102600582,0.043643533830529074
D-2512,0.009218795275958591,1.4768894804437802e-13,1.0415754697741754e-13,1.4179380403073294,-12.830652002879841,-12.98230925675895,0.15165725387911044,1,0.009218795275958591,0.04966687626629584
D-6819,0.34935571820847877,5.314506424572466e-14,5.308020789849774e-13,0.10012218555615106,-13.274537063603203,-12.275067384809232,-0.9994696787939732,1,0.34935571820847877,0.33491646623431026
D-7040,0.30113883034761146,1.6244486696742742e-14,4.592402430992404e-13,0.03537252438313068,-13.789294007205683,-12.337960061833636,-1.4513339453720469,1,0.30113883034761146,0.26641114017023443
D-6268,0.0365792232984653,2.7276368345303757e-14,1.989733510575024e-15,13.7085535325889,-13.564213453391918,-14.7012050857193,1.136991632327381,1,0.0365792232984653,0.04719590155197829
D-4577,0.43300480865909974,1.5074106407519253e-14,4.3847015425995495e-13,0.034378865382436716,-13.821768423385887,-12.358059962802713,-1.4637084605831738,1,0.43300480865909974,0.4149653007649245
D-7031,0.16992371016303476,5.313442949732076e-13,4.672430838643519e-15,113.71902834359882,-12.274623978066211,-14.330457118331747,2.0558331402655368,1,0.16992371016303476,0.16790803092808101
D-4401,0.32526463347615,1.092360262566731e-15,1.9358869387069315e-14,0.05642686257785121,-14.96163410683136,-13.713120010317663,-1.248514096513696,1,0.32526463347615,0.3286846551778781
D-1010,0.31846129853017524,4.5384713584006287e-13,1.3538570255441173e-14,33.52253061268866,-12.343090400976054,-13.868427197021482,1.5253367960454285,1,0.31846129853017524,0.3156210740672025
D-0329,0.11875767423200712,8.349162322052524e-14,8.661729183391265e-15,9.639140344011121,-13.078357095433727,-14.06239539899424,0.9840383035605136,1,0.11875767423200712,0.1124546801732096
D-4406,0.2897034601736722,2.1304082609549482e-13,3.7366124011592496e-13,0.5701442997657473,-12.671537162528468,-12.427521949184873,-0.24401521334359458,1,0.2897034601736722,0.2842799943176563
D-5801,0.13882515927954941,4.061590079779274e-15,8.388435464337779e-15,0.48418922659017133,-14.391303910343648,-14.076319032325669,-0.3149848780179796,1,0.13882515927954941,0.10073400873960729
D-1194,0.03558893361238347,1.0118091621010204e-13,6.810070306083873e-14,1.4857543558648818,-12.994901392300548,-13.16684840447684,0.17194701217629055,1,0.03558893361238347,0.04733208518551394
D-2235,0.217470289022616,5.300447209595508e-13,1.1953008405521362e-14,44.34404318788158,-12.27568748653771,-13.922522775093645,1.6468352885559348,1,0.217470289022616,0.21860417630049558
D-7148,0.3299539130603023,2.8198267599235307e-15,4.6731474986891656e-14,0.060341060510384105,-14.549777572361618,-13.330390511110107,-1.2193870612515103,1,0.3299539130603023,0.3357474820298158
D-1106,0.13995542341246958,3.607539579245115e-13,6.786571825033904e-15,53.15702349067959,-12.442788895451805,-14.168349550232579,1.7255606547807745,1,0.13995542341246958,0.13672800464407053
D-5485,0.31792075883895643,1.88371904220498e-14,2.318831333249736e-13,0.08123570762540258,-13.72498387198854,-12.634730839849686,-1.0902530321388537,1,0.31792075883895643,0.29754564565550146
D-0522,0.11976544489544605,2.8597436030482137e-15,1.3642652860089045e-13,0.020961785309470585,-14.543672902805552,-12.865101171433674,-1.678571731371877,1,0.11976544489544605,0.17686126853190123
D-1317,0.29140176662544703,8.00809547112006e-15,1.6089565669759904e-13,0.04977198039702933,-14.096470757914668,-12.793455679317535,-1.3030150785971333,1,0.29140176662544703,0.26435626088943515
D-2795,0.17808278589405535,5.11868939179831e-15,1.8742154489894113e-13,0.027311104465382246,-14.290841223159415,-12.727180486591788,-1.5636607365676265,1,0.17808278589405535,0.16102149569232987
D-2284,0.12590839185187286,7.415552446685456e-15,1.1049681689933397e-15,6.711100513819556,-14.129856489192603,-14.956650232593947,0.8267937434013448,1,0.12590839185187286,0.11231698551379087
D-6987,0.38138813942219907,1.095683486112452e-13,1.0720452852587299e-13,1.0220496290397072,-12.960314883887419,-12.969786868819943,0.00947198493252416,1,0.38138813942219907,0.3785386434379641
D-3516,0.018031246616549645,3.025066729426265e-14,1.2979374099283863e-13,0.2330672269931085,-13.51926504087863,-12.886746249891674,-0.6325187909869547,1,0.018031246616549645,0.0752124068386828
D-5363,0.2670815872660024,1.1393611814766678e-14,6.527264106888524e-15,1.745541719806078,-13.943338581226246,-14.185268814476725,0.24193023325047763,1,0.2670815872660024,0.2667235292985373
D-6084,0.2971813492023596,3.765107813427091e-15,5.359577354018404e-14,0.07025008810823784,-14.424222583312929,-13.270869456586096,-1.1533531267268327,1,0.2971813492023596,0.29465132060146126
D-1393,0.21823447385922856,3.643628161110978e-14,1.3154284083102652e-13,0.27699174946293004,-13.438465949980442,-12.880932783246745,-0.5575331667336964,1,0.21823447385922856,0.2284566916159286
D-0203,0.0626263813322262,4.010689038918763e-14,5.458791937869044e-13,0.07347209940528382,-13.396781008902646,-12.26290345853474,-1.133877550367907,1,0.0626263813322262,0.07245472543441474
D-4245,0.2797742774925579,1.814046921099824e-14,2.381542256548315e-13,0.07617109946766219,-13.741351483918042,-12.623141708243113,-1.1182097756749283,1,0.2797742774925579,0.2598598646148785
D-1451,0.24102819130179887,3.2260838487794565e-15,8.96033413678537e-13,0.003600405743280522,-14.491324349101738,-12.047675794907478,-2.443648554194261,1,0.24102819130179887,0.13373791566348142
D-5165,0.004030462686635761,3.0710049798745115e-15,1.965532059081875e-15,1.5624293512205631,-14.512719479313926,-14.706519868166046,0.19380038885212006,1,0.004030462686635761,0.08020852705883229
D-7588,0.0011879700812722493,1.6909135165723055e-14,4.554952711112003e-13,0.037122526265689855,-13.771878604250816,-12.34151612745272,-1.4303624767980938,1,0.0011879700812722493,0.09461997886924788
D-1781,0.10715391448901845,1.1885692392479627e-13,7.990002551332257e-13,0.1487570537821393,-12.924975513685531,-12.097453082008995,-0.8275224316765376,1,0.10715391448901845,0.1170242985675164
D-5032,0.40827480821941464,7.706037543378421e-13,1.6423462783945118e-13,4.69209060522335,-12.113168879459748,-12.784535269298935,0.6713663898391882,1,0.40827480821941464,0.4060858941654733
D-6463,0.15707881742008778,7.484845337297668e-14,1.224772882424694e-13,0.6111210857706003,-13.125817169249071,-12.911944437874535,-0.2138727313745358,1,0.15707881742008778,0.14551855936543623
D-5756,0.4868997590961792,4.489361067041842e-15,2.9634194149392737e-13,0.015149259819281563,-14.34781546407533,-12.528206878150977,-1.819608585924353,1,0.4868997590961792,0.4909161780883407
D-0510,0.4594092068180584,2.683741026820484e-13,1.1092684179798598e-13,2.4193792803620693,-12.571259394631657,-12.954963351648491,0.3837039570168336,1,0.4594092068180584,0.4549193175629111
D-0075,0.3107772053213761,7.134004403829905e-13,4.218404893404064e-15,169.1161608262094,-12.14666662690705,-14.374851737889102,2.2281851109820505,1,0.3107772053213761,0.31296950054129935
D-2573,0.09893515721029889,1.2872013763924872e-14,1.632215347437688e-14,0.7886222724306468,-13.89035350452172,-13.787222542865234,-0.10313096165648486,1,0.09893515721029889,0.08730555718388867
D-2147,0.12213055351421809,2.4253161122448816e-15,4.0399525519276495e-15,0.6003328210099028,-14.615231648048766,-14.393623735522317,-0.22160791252644854,1,0.12213055351421809,0.0994550750843638
D-2412,0.141889355803405,1.3302280356663797e-14,4.068638493523896e-15,3.269467262288652,-13.87607390328664,-14.390550896345394,0.5144769930587552,1,0.141889355803405,0.13741968550073033
D-2410,0.27329510387681155,4.593136383728607e-14,2.93117960833433e-13,0.15669924731561227,-13.337890658910101,-12.532957569306827,-0.8049330896032751,1,0.27329510387681155,0.27186540103058626
D-5791,0.13282808396461587,8.37107208136859e-15,5.830221698304148e-15,1.4358068208287011,-14.077218918445608,-14.234314930572115,0.15709601212650764,1,0.13282808396461587,0.11538238593318723
D-7986,0.21095038359593066,4.68842442669697e-15,3.3166436739625895e-15,1.4136051043118036,-14.328973080046918,-14.4793011847194,0.15032810467248242,1,0.21095038359593066,0.23721813136309397
D-3399,0.24238055794206215,6.5706038564044935e-15,3.417063320200625e-13,0.01922880333402401,-14.182394715759374,-12.46634697339353,-1.7160477423658431,1,0.24238055794206215,0.20879717669085895
D-7712,0.5107104252620573,3.430199074882874e-13,5.947578563643659e-13,0.5767387581647068,-12.464680674530332,-12.225659812505228,-0.23902086202510345,1,0.5107104252620573,0.5071462819519523
D-1986,0.4001611208500191,8.986405569253443e-16,3.21279452374895e-13,0.002797068254077878,-15.046413984973563,-12.49311704913119,-2.5532969358423734,1,0.4001611208500191,0.3767858407987753
D-0474,0.14163954844500704,2.199127486454733e-14,6.415718006628465e-14,0.3427718431799343,-13.657749593259066,-13.192754733074361,-0.4649948601847047,1,0.14163954844500704,0.11274910045035062
D-3597,0.17855676001965937,1.871479561652376e-14,3.584230342379606e-13,0.05221426590596524,-13.727814911434978,-12.445604087958044,-1.282210823476934,1,0.17855676001965937,0.16127937071903226
D-4213,0.3089570883912922,1.4868255736766611e-15,6.199596208152424e-14,0.02398261957321505,-14.82773997756613,-13.207636596031106,-1.6201033815350232,1,0.3089570883912922,0.30148350905778076
D-4476,0.04960325381748354,1.7839548815635776e-15,1.674985063251884e-14,0.10650571880922538,-14.748616133668278,-13.775989061448753,-0.972627072219526,1,0.04960325381748354,0.05739311751688542
D-1699,0.19205259741155156,3.8464654428615843e-14,5.1122512042988536e-14,0.7524014938129645,-13.414938164965982,-13.29138781409058,-0.12355035087540214,1,0.19205259741155156,0.19311902940447376
D-1813,0.37341810553482546,3.884201118904591e-14,7.675663793689761e-14,0.506041069972063,-13.410698290975894,-13.114884056310597,-0.2958142346652971,1,0.37341810553482546,0.38396881515186415
D-5789,0.4471706030963618,2.8567019301906106e-15,3.114247974350448e-13,0.009173007267625967,-14.544135071772192,-12.506646809364451,-2.037488262407741,1,0.4471706030963618,0.4347611129453912
D-2056,0.29641189331093054,9.93694401892137e-14,3.684707514820174e-15,26.968067286085056,-13.002747156827983,-14.433596979919175,1.4308498230911932,1,0.29641189331093054,0.2943677621724691
D-4872,0.3328664552001299,6.382127035321969e-14,3.116137336233714e-15,20.480891394330065,-13.195034555487188,-14.506383410096358,1.3113488546091694,1,0.3328664552001299,0.33698957877465724
D-0958,0.06520375407985812,5.316228228845168e-14,4.033077537282763e-15,13.181567127585929,-13.274396382808233,-14.39436342845349,1.1199670456452588,1,0.06520375407985812,0.06386784103506969
D-4852,0.5443197154850816,2.5657417109474015e-13,5.667581555570479e-13,0.452704859346156,-12.590787065481065,-12.246602221730004,-0.3441848437510594,1,0.5443197154850816,0.537568689313732
D-6002,0.10470653667476071,2.0071055256411e-15,5.021767837723484e-14,0.03996810666084039,-14.69742979343237,-13.299143369107412,-1.3982864243249584,1,0.10470653667476071,0.07436146632071632
D-6989,0.3175344190215378,2.6150048920474313e-13,1.485626340613992e-13,1.7602036397434098,-12.582527494335055,-12.828090409024675,0.24556291468961988,1,0.3175344190215378,0.3297767717521217
D-2477,0.29759899032166437,2.034923729811869e-15,2.002715560035516e-15,1.0160822487322072,-14.691451863756983,-14.698380727930063,0.006928864173080724,1,0.29759899032166437,0.29789320426865024
D-4367,0.409164793555006,1.846717375596347e-15,6.340942491178718e-14,0.029123704846171234,-14.73359956455478,-13.197846185604554,-1.5357533789502262,1,0.409164793555006,0.41627346649305025
D-2967,0.35128701508199034,9.023164215134524e-16,1.0208369517799225e-13,0.008838986675983675,-15.044641138711494,-12.99104361794926,-2.0535975207622337,1,0.35128701508199034,0.36013697599392486
D-4830,0.26628484769756733,7.235602452945563e-15,1.2727965862927644e-14,0.5684806614716402,-14.140525302679414,-13.895240998160503,-0.24528430451891112,1,0.26628484769756733,0.28286275139389516
D-6988,0.20485900435710414,2.3848816386375103e-14,2.5561438145773952e-15,9.32999788602192,-13.62253317006712,-14.592414715411785,0.9698815453446651,1,0.20485900435710414,0.2165483455902408
D-2486,0.06341762385028693,3.30738694096881e-13,5.574682720315531e-14,5.932870276035386,-12.480514992719478,-13.253779845183354,0.7732648524638779,1,0.06341762385028693,0.064248342124571
D-7790,0.312867890211751,4.037827441059104e-14,3.5353863672486112e-15,11.421177267822962,-13.393852244827036,-14.451563117087787,1.0577108722607502,1,0.312867890211751,0.3173875554013924
